post_title,meta:product_tabs_tab_considerations,meta:product_tabs_tab_features,meta:product_tabs_tab_manuals,meta:product_tabs_tab_product_details,meta:product_tabs_tab_specifications,meta:product_tabs_tab_upgrade,meta:product_tabs_tab_video,sku
OTD Sliding Arm Lock Kit,,,,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>For curved arms it may be necessary to twist the arm at the bend to get the lock to slide into the bracket .</li> <li>For top mount locks, use awning pull cane to slide the lock in and out of the bracket.</li> <li>Not compatible with other brands of awnings.</li> <li>Plan-O-Gram PT# 901045</li> </ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,901045
"Pull Strap Window Awning Adjustable 20"" to 33"" with Buckle",,,,,,,,901049
Traction'r with O-Rings (pair),"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Will not work with competitors awnings.</li> <li>Helpful Hint: To secure the traction'r, drill a 1/8? hole through the traction'r and rollbar, roughly center the hole between two slots of the rollbar. </li> <li>For complete installation &amp; service details visit technical documentation for your specific model of Carefree Patio Awning.</li> </ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,901067
Telescoping Crank Handle Storage Clips,,,,,,,,901072
Manual Override Key-Tool,,,,,,,,901075
"PLANOGRAM - PULL STRAP,28""",,,,,,,,901083
"PLANOGRAM - PULL STRAP,30""",,,,,,,,901084
"PLANOGRAM - PULL STRAP,32""",,,,,,,,901085
"PLANOGRAM - PULL STRAP,36""",,,,,,,,901086
"PLANOGRAM - PULL STRAP,44""",,,,,,,,901088
"PLANOGRAM - ADJ/CUSTOMABLE,WA",,,,,,,,901089
Universal White LED 30 LPM Replacement Awning Light Strip,,,,,,,,901092
Universal White LED 60 LPM Replacement Awning Light Strip,,,,,,,,901094
Carefree Connects: Wireless Awning Control System With Remote (BT12),,,"
<img src=""/resources/images/product-images/pdficon.jpg"" style=""border:none;""/><span style=""padding-left:5px;margin-right:15px;""><a href=""/documents/bt12/070029-001r9%20BT12-Installation-Manual.pdf"" target=""_blank"">BT12 Installation Manual</a></span> <img src=""/resources/images/product-images/pdficon.jpg"" style=""border:none""/><span style=""padding-left:5px;""><a href=""/documents/bt12/070029-201r5%20Carefree-Connects-Mobile-App-Manual.pdf"" target=""_blank"">Carefree Connects Mobile App Manual</a></span>
",,,,"
<style>  .video-container {position:relative;padding-bottom:56.25%;padding-top:35px;height:0;overflow:hidden;}  .video-container iframe {position:absolute;top:0;left:0;width:100%;height:100%;}    </style> <div class=""video-container""> <iframe allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen="""" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/jkHyjpplZuo"" width=""560""></iframe> </div>
",901600
Carefree Connects: Wireless Awning Control System with Auto-Retraction (BT12),,,"
<img src=""/resources/images/product-images/pdficon.jpg"" style=""border:none;""/><span style=""padding-left:5px;margin-right:15px;""><a href=""/documents/bt12/070029-001r9%20BT12-Installation-Manual.pdf"" target=""_blank"">BT12 Installation Manual</a></span> <img src=""/resources/images/product-images/pdficon.jpg"" style=""border:none""/><span style=""padding-left:5px;""><a href=""/documents/bt12/070029-201r5%20Carefree-Connects-Mobile-App-Manual.pdf"" target=""_blank"">Carefree Connects Mobile App Manual</a></span>
",,,,"
<style>  .video-container {position:relative;padding-bottom:56.25%;padding-top:35px;height:0;overflow:hidden;}  .video-container iframe {position:absolute;top:0;left:0;width:100%;height:100%;}    </style> <div class=""video-container""> <iframe allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen="""" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/jkHyjpplZuo"" width=""560""></iframe> </div>
",901601
Carefree Connects: Wireless Awning Control System (BT12),,,"
<img src=""/resources/images/product-images/pdficon.jpg"" style=""border:none;""/><span style=""padding-left:5px;margin-right:15px;""><a href=""/documents/bt12/070029-001r9%20BT12-Installation-Manual.pdf"" target=""_blank"">BT12 Installation Manual</a></span> <img src=""/resources/images/product-images/pdficon.jpg"" style=""border:none""/><span style=""padding-left:5px;""><a href=""/documents/bt12/070029-201r5%20Carefree-Connects-Mobile-App-Manual.pdf"" target=""_blank"">Carefree Connects Mobile App Manual</a></span>
",,,,"
<style>  .video-container {position:relative;padding-bottom:56.25%;padding-top:35px;height:0;overflow:hidden;}  .video-container iframe {position:absolute;top:0;left:0;width:100%;height:100%;}    </style> <div class=""video-container""> <iframe allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen="""" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/jkHyjpplZuo"" width=""560""></iframe> </div>
",901602
Carefree Connects: Wireless Awning Control System With Remote and Motion Sensor (BT12),,,"
<img src=""/resources/images/product-images/pdficon.jpg"" style=""border:none;""/><span style=""padding-left:5px;margin-right:15px;""><a href=""/documents/bt12/070029-001r9%20BT12-Installation-Manual.pdf"" target=""_blank"">BT12 Installation Manual</a></span> <img src=""/resources/images/product-images/pdficon.jpg"" style=""border:none""/><span style=""padding-left:5px;""><a href=""/documents/bt12/070029-201r5%20Carefree-Connects-Mobile-App-Manual.pdf"" target=""_blank"">Carefree Connects Mobile App Manual</a></span>
",,,,"
<style>  .video-container {position:relative;padding-bottom:56.25%;padding-top:35px;height:0;overflow:hidden;}  .video-container iframe {position:absolute;top:0;left:0;width:100%;height:100%;}    </style> <div class=""video-container""> <iframe allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen="""" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/jkHyjpplZuo"" width=""560""></iframe> </div>
",901603
Ground Support Add On for Rafter 7 - SATIN / BLACK,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Caution: Do not install rib umbrella type metal slats that stretch and dome your traditional canopy. This can permanently damage your fabric and void your Carefree Warranty. </li> <li>Note: The Automatic Awning Support will not work on awnings with Uniguard.</li> <li>Note: Rafters do not safeguard awnings from water pooling. Use rain release setting to provide for water run-off.</li>
</ul>",,,,,,,902310
Ground Support Add On for Rafter II / III - SATIN,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Caution: Do not install rib umbrella type metal slats that stretch and dome your traditional canopy. This can permanently damage your fabric and void your Carefree Warranty. </li> <li>Note: The Automatic Awning Support will not work on awnings with Uniguard.</li> <li>Note: Rafters do not safeguard awnings from water pooling. Use rain release setting to provide for water run-off.</li>
</ul>",,,,,,,902320
Black Automatic Awning Support Cradle,,,,,,,,902800
Rafter 7 with Gas Shock Assist - SATIN / BLACK,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Caution: Do not install rib umbrella type metal slats that stretch and dome your traditional canopy. This can permanently damage your fabric and void your Carefree Warranty. </li> <li>Note: The Automatic Awning Support will not work on awnings with Uniguard.</li> <li>Note: Rafters do not safeguard awnings from water pooling. Use rain release setting to provide for water run-off.</li>
</ul>",,,,,,,902810
Rafter 6 with Automatic Awning Support - SATIN,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Caution: Do not install rib umbrella type metal slats that stretch and dome your traditional canopy. This can permanently damage your fabric and void your Carefree Warranty. </li> <li>Note: The Automatic Awning Support will not work on awnings with Uniguard.</li> <li>Note: Rafters do not safeguard awnings from water pooling. Use rain release setting to provide for water run-off.</li>
</ul>",,,,,,,902850
Rafter 6 GS with Ground Support- SATIN,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Caution: Do not install rib umbrella type metal slats that stretch and dome your traditional canopy. This can permanently damage your fabric and void your Carefree Warranty. </li> <li>Note: The Automatic Awning Support will not work on awnings with Uniguard.</li> <li>Note: Rafters do not safeguard awnings from water pooling. Use rain release setting to provide for water run-off.</li>
</ul>",,,,,,,902860
Fiesta Arms - Universal Straight - Satin,,,,,,,,961001
Window Awning Spring Right-WHITE for awnings 3' to 8' with Vinyl Weatherguard,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Determine length of your window awning by measuring from center arm to center arm.</li> <li>Will not work with Window awnings with Uniguard or Alumaguard.</li> <li>Also available in Black.</li> <li>Replacement spring ships with no tension.</li> <li>WARNING!-This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li>Will not work with Carefree SL Window Awnings</li> </ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,610000WHT
Window Awning Spring Left-WHITE for awnings 3' to 8' with Vinyl Weatherguard,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Determine length of your window awning by measuring from center arm to center arm.</li> <li>Will not work with Window awnings with Uniguard or Alumaguard.</li> <li>Also available in Black.</li> <li>Replacement spring ships with no tension.</li> <li>WARNING!-This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li>Will not work with Carefree SL Window Awnings</li> </ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,610001WHT
Window Awning Spring Right-WHITE for awnings 3' to 8' with Alumaguard,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Determine length of your window awning by measuring from center arm to center arm.</li> <li>Will not work with Window awnings with Uniguard or Vinyl Weatherguard.</li> <li>Also available in Black.</li> <li>Replacement spring ships with no tension.</li> <li>WARNING!-This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li>Will not work with Carefree SL Window Awnings</li> </ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,610002WHT
Window Awning Spring Left-WHITE for awnings 3' to 8' with Alumaguard,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Determine length of your window awning by measuring from center arm to center arm.</li> <li>Will not work with Window awnings with Uniguard or Vinyl Weatherguard.</li> <li>Also available in Black.</li> <li>Replacement spring ships with no tension.</li> <li>WARNING!-This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li>Will not work with Carefree SL Window Awnings</li> </ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,610003WHT
Window Awning Spring Right-WHITE for awnings 9' to 12' with Vinyl Weatherguard,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Determine length of your window awning by measuring from center arm to center arm.</li> <li>Will not work with Window awnings with Uniguard or Alumaguard.</li> <li>Also available in Black.</li> <li>Replacement spring ships with no tension.</li> <li>WARNING!-This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li>Will not work with Carefree SL Window Awnings</li> </ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,610004WHT
Window Awning Spring Left-WHITE for awnings 9' to 12' with Vinyl Weatherguard,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Determine length of your window awning by measuring from center arm to center arm.</li> <li>Will not work with Window awnings with Uniguard or Alumaguard.</li> <li>Also available in Black.</li> <li>Replacement spring ships with no tension.</li> <li>WARNING!-This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li>Will not work with Carefree SL Window Awnings</li> </ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,610005WHT
Window Awning Spring Right-WHITE for awnings 9' to 12' with Alumaguard,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Determine length of your window awning by measuring from center arm to center arm.</li> <li>Will not work with Window awnings with Uniguard or Vinyl Weatherguard.</li> <li>Also available in Black.</li> <li>Replacement spring ships with no tension.</li> <li>WARNING!-This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li>Will not work with Carefree SL Window Awnings</li> </ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,610006WHT
Window Awning Spring Left-WHITE for awnings 9' to 12' with Alumaguard,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Determine length of your window awning by measuring from center arm to center arm.</li> <li>Will not work with Window awnings with Uniguard or Vinyl Weatherguard.</li> <li>Also available in Black.</li> <li>Replacement spring ships with no tension.</li> <li>WARNING!-This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li>Will not work with Carefree SL Window Awnings</li> </ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,610007WHT
Window Awning Spring Right-WHITE for awnings 13' to 15' with Vinyl Weatherguard,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Determine length of your window awning by measuring from center arm to center arm.</li> <li>Will not work with Window awnings with Uniguard or Alumaguard.</li> <li>Also available in Black.</li> <li>Replacement spring ships with no tension.</li> <li>WARNING!-This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li>Will not work with Carefree SL Window Awnings</li> </ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,610008WHT
